dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
5CC33B70-0D2C-F011-8C4D-7C1E527DCBD6,2025-05-08 13:07:58.0000000,"Tredway Announces Affordable Housing Acquisition in Far Rockaway, Queens","<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">The preservation of Ocean Park Apartments protects critically needed affordable housing in a supply-constrained and high-opportunity neighborhood in NYC </i></p>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">NEW YORK</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 8, 2025</span></span> /PRNewswire/ -- <u xmlns=""http://www.w3.org/1999/xhtml""><a xmlns=""http://www.w3.org/1999/xhtml"" href=""https://c212.net/c/link/?t=0&amp;l=en&amp;o=4423327-1&amp;h=120916334&amp;u=https%3A%2F%2Fwww.tredway.com%2F&amp;a=Tredway"" target=""_blank"" rel=""nofollow"" rel=""nofollow"">Tredway</a></u>, an affordable and mixed-income real estate developer that builds and preserves high-quality, high-opportun",https://www.benzinga.com/pressreleases/25/05/n45283879/tredway-announces-affordable-housing-acquisition-in-far-rockaway-queens,"Far Rockaway, Queens",United States,N/A,Local,Real Estate News,2025-05-08 12:30:00.0000000,73.60000000000000000,0,0
265336ED-142C-F011-8C4D-7C1E527DC3AB,2025-05-08 14:01:32.0000000,Albanese’s win paves the way for affordable housing across Australia,"The emphatic election victory provides Labor with the opportunity to implement some of the bigger and more ambitious housing plans from its first term, however challenging these m",https://www.thenewdaily.com.au/news/politics/australian-politics/2025/05/08/albaneses-win-paves-the-way-for-affordable-housing-across-australia,Australia,Australia,N/A,Nation,Elections and Voting,2025-05-08 11:17:00.0000000,142.20000000000000000,0,0
3A65B88C-612B-F011-8C4C-7C1E527DC3AB,2025-05-07 16:37:29.0000000,"R-Zero Tackles Rising Operating Costs, Shifting Occupancy, and Tenant Demands with Integrated Smart Building Platform","<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">SAN FRANCISCO</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 7, 2025</span></span> /PRNewswire/ -- <u xmlns=""http://www.w3.org/1999/xhtml""><a xmlns=""http://www.w3.org/1999/xhtml"" href=""https://c212.net/c/link/?t=0&amp;l=en&amp;o=4421673-1&amp;h=2914131595&amp;u=https%3A%2F%2Frzero.com%2F&amp;a=R-Zero"" target=""_blank"" rel=""nofollow"" rel=""nofollow"">R-Zero</a></u>, the leading smart building platform, is helping commercial real estate leaders respond to challenges like rising operating costs, shifting occupancy patterns, and growing tenant expectations with a fully integrated solution that combines occupancy-based ventilation control, high-efficiency air filtration, live utilization data, and real-time indoor air quality mo",https://www.benzinga.com/pressreleases/25/05/n45259851/r-zero-tackles-rising-operating-costs-shifting-occupancy-and-tenant-demands-with-integrated-smart-,Not specified,Not specified,Not specified,Global,Disruptive Technology Announcement,2025-05-07 16:00:00.0000000,153.30000000000000000,0,0
49EA6070-242B-F011-8C4E-7C1E520A55FA,2025-05-07 09:20:03.0000000,Work ban forcing 10% of UK female asylum seekers into sex work,"<p>Research also finds many  trapped in abusive relationships and unable to afford sanitary products and other basics</p><p>Women who have fled war are being forced into sex work in the UK because of the extreme poverty of their living conditions here, while almost half cannot afford sanitary products, according to research.</p><p>In a report looking at the impact of the <a href=""https://www.theguardian.com/uk-news/2024/apr/30/asylum-seekers-uk-right-work-six-months-public-services-cross-party-report"">Home Office’s near-total ban on employment for people seeking asylum</a>, the charity Women for Refugee Women has found that 10% of women interviewed have been forced into sex work in order to survive, in many cases to feed their children, while 38% were forced into abusive relationships or situations. Almost half could not afford basics like sanitary products and about 80% could not afford clothes, public transport or phone credit.</p> <a href=""https://www.theguardian.com/uk-news/2025/m",https://www.theguardian.com/uk-news/2025/may/07/work-ban-forcing-uk-female-asylum-seekers-into-sex-work,UK,UK,N/A,Nation,Citizen Hardship Event,2025-05-07 09:00:10.0000000,234.00000000000000000,0,0
07EABA4B-0B2B-F011-8C4D-7C1E527DC3AB,2025-05-07 06:19:59.0000000,I travelled the length and breadth of Luxembourg by bus – and it didn’t cost me a penny,"<p>With free public transport for all – including tourists - exploring the vineyards, mysterious canyons and lush forests of the Grand Duchy couldn’t be easier</p><p>I am not sure what surprises me most when I get off the train at Luxembourg’s main station – the sheer friendliness of locals who seem to greet everyone as they pass by with a cheery <em>Moien</em> (hello), or the fact that from this point I will not be paying a penny to travel the length and breadth of the Grand Duchy.</p><p>Five years ago, Luxembourg became the first country in the world to actively tackle its carbon footprint by making all public transport free for everyone, including tourists. So I have come to see how it works in practice, aiming to travel to the country’s little known vineyards hugging the slopes along the Moselle River and then trek through the mysterious canyons and forests of the Mullerthal region.</p> <a href=""https://www.theguardian.com/travel/2025/may/07/luxembourg-free-public-transport-muller",https://www.theguardian.com/travel/2025/may/07/luxembourg-free-public-transport-mullerthal-wine-vineyards,Luxembourg,Luxembourg,N/A,Nation,Public Transportation Event,2025-05-07 06:00:09.0000000,146.16000000000000000,0,0
DEEA8CB9-082B-F011-8C4E-7C1E520A55FA,2025-05-07 06:01:34.0000000,NI health workers afraid to take public transport to work over racism fears,Dr Alan Stout said his organisation has heard of staff afraid to take public transport to work over fears of racist attacks,https://www.msn.com/en-gb/health/other/ni-health-workers-afraid-to-take-public-transport-to-work-over-racism-fears/ar-AA1Eiwcb,UK,UK,Not applicable,Local,Civil Rights News,2025-05-07 05:00:00.0000000,72.80000000000000000,0,0
E4213BC7-C52A-F011-8C4E-7C1E520A55FA,2025-05-06 22:02:26.0000000,FG Communities Completes Manufactured Housing Acquisition in Statesville,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""left"">MOORESVILLE, N.C., May  06, 2025  (GLOBE NEWSWIRE) -- FG Communities, whose mission is to preserve and improve affordable housing by acquiring and operating manufactured housing communities, is excited to announce its most recent acquisition in Statesville, North Carolina.</p>
<p>Residents of the park can enjoy nearby Lake Norman, the largest lake in North Carolina. The lake has over 520 miles of shoreline and is known for outdoor recreation including boating, fishing, hiking, and biking. The Lake Norman area has experienced rapid expansion, ...</p><p><a href=https://www.benzinga.com/pressreleases/25/05/g45239894/fg-communities-completes-manufactured-housing-acquisition-in-statesville alt=FG Communities Completes Manufactured Housing Acquisition in Statesville>Full story available on Benzinga.com</a></p>",https://www.benzinga.com/pressreleases/25/05/g45239894/fg-communities-completes-manufactured-housing-acquisition-in-statesville,Statesville,United States,Not applicable,Local,Major Corporate Acquisition,2025-05-06 22:00:00.0000000,161.92000000000000000,0,0
D67A846B-C62A-F011-8C4E-7C1E520A55FA,2025-05-06 22:06:57.0000000,BOARDWALK REIT REPORTS STRONG RESULTS FOR Q1 2025 WITH RESILIENT DEMAND FOR QUALITY AFFORDABLE HOUSING,"<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">CALGARY, AB</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 6, 2025</span></span> /PRNewswire/ - <b xmlns=""http://www.w3.org/1999/xhtml"">Boardwalk Real Estate Investment Trust </b>(TSX:<a class=""ticker"" href=""https://www.benzinga.com/stock/BEI#TSX"" rel=""nofollow"">BEI</a>)</p>
<p xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml""><u xmlns=""http://www.w3.org/1999/xhtml"">SUMMARY HIGHLIGHTS FOR THE THREE-MONTH PERIOD ENDED <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">MARCH 31, 2025</span></u></b></p>
<ul xmlns=""http://www.w3.org/1999/xhtml"" type=""disc"">
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">STRONG FINANCIAL PERFORMANCE</b><br />
<ul xmlns=""htt",https://www.benzinga.com/pressreleases/25/05/n45239397/boardwalk-reit-reports-strong-results-for-q1-2025-with-resilient-demand-for-quality-affordable-hou,Q1 2025,Canada,Not applicable,Nation,Real Estate News,2025-05-06 21:34:00.0000000,145.80000000000000000,0,0
3CD2D693-AB2A-F011-8C4D-7C1E527DC3AB,2025-05-06 18:54:48.0000000,What's Going On With Tilray Brands Stock On Tuesday?,"<p><strong>Tilray Brands, Inc</strong>. (NASDAQ:<a class=""ticker"" href=""https://www.benzinga.com/stock/TLRY#NASDAQ"">TLRY</a>) moved lower on Tuesday following the launch of a timely and tongue-in-cheek offering <a target=""_blank"" href=""https://www.benzinga.com/pressreleases/25/05/g45216984/blue-point-brewing-co-announces-the-return-of-delayed-pilsner"" rel=""noreferrer noopener"">from one of its subsidiaries.</a></p>
<p><strong>Blue Point Brewing Co.</strong>, a well-known craft beer brand under Tilray&#8217;s beverage umbrella, has announced the return of its Delayed Pilsner — a brew created with New York commuters in mind.</p>
<p>The lager, originally developed as a nod to the all-too-frequent public transportation delays in the city, is once again hitting shelves across the Metro New York area.</p>
<p><strong>Also Read: <a target=""_blank"" href=""https://www.benzinga.com/markets/cannabis/25/04/45011379/why-cannabis-stocks-jumped-by-double-digits-and-why-analysts-say-dont-drink-the-kool-",https://www.benzinga.com/25/05/45233132/whats-going-on-with-tilray-brands-stock-on-tuesday,Tilray Brands Stock,Not applicable,Not applicable,Local,Corporate Stock Shift,2025-05-06 18:36:08.0000000,22.80000000000000000,0,0
51ACBF23-7F2A-F011-8C4E-7C1E520A55FA,2025-05-06 13:36:43.0000000,Progress Residential® and the South Fulton Police Department Partner on Program Pilot to Expand Affordable Housing Access for Law Enforcement,"<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">ATLANTA</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 6, 2025</span></span> /PRNewswire/ -- Progress Residential, a leading provider of professional property management services, and the South Fulton Police Department today announced a new partnership that builds on Progress&#39; mission to expand access to affordable housing and supports a shared commitment to public and community safety.</p>
<p xmlns=""http://www.w3.org/1999/xhtml""><i xmlns=""http://www.w3.org/1999/xhtml"">&#34;This initiative is a game-changer for our department, expanding our ability to support first responders with quality, affordable housing,&#34;</i> said South Fulton Police Chief <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-person"">Keith Me",https://www.benzinga.com/pressreleases/25/05/n45220768/progress-residential-and-the-south-fulton-police-department-partner-on-program-pilot-to-expand-aff,"South Fulton, Georgia",United States,Not applicable,Local,Corporate Partnership Announcement,2025-05-06 13:00:00.0000000,NULL,0,0
E6D4BD25-7F2A-F011-8C4D-7C1E527DC3AB,2025-05-06 13:36:44.0000000,Cambridge Wilkinson Investment Bank Participates in Recent Close of ~$190MM for Tax-Exempt Real Estate Strategy,"<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">NEW YORK</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 6, 2025</span></span> /PRNewswire/ -- Cambridge Wilkinson (&#34;CW&#34;) is pleased to announce our participation in raising capital for a ~$190MM fund focused on tax-exempt municipal bonds that finance affordable housing. The strategy is designed with historically low default rates in mind, aiming to provide potential for stable returns on invested capital, with a majority of investments expected to be eligible for Federal Income tax exemption. We have seen investor appetite across the family office, high net-worth and RIA channels to date. We are working to close another round of at least $100MM over the next 30-60 days, with an ultimate of raise of up to $500MM i",https://www.benzinga.com/pressreleases/25/05/n45220723/cambridge-wilkinson-investment-bank-participates-in-recent-close-of-190mm-for-tax-exempt-real-esta,Cambridge,United States,Not applicable,Local,Corporate News,2025-05-06 13:00:00.0000000,176.64000000000000000,0,0
FBBEC57F-972A-F011-8C4E-7C1E52469F7D,2025-05-06 16:31:10.0000000,Cutting greenhouse gases will reduce number of deaths from poor air quality,"Up to 250,000 deaths from poor air quality could be prevented annually in central and western Europe by 2050 if greenhouse gas emissions are drastically reduced, say researchers.",https://www.sciencedaily.com/releases/2025/05/250506105342.htm,Central and Western Europe,Not applicable,Not applicable,Region,Climate Change Report,2025-05-06 10:53:42.0000000,79.80000000000000000,0,0
8546F73A-662A-F011-8C4E-7C1E52469F7D,2025-05-06 10:38:25.0000000,"Global acclaim: US expat lauds India, says it does well practically in THESE 10 things compared to other places","The US woman praised India's affordability, resilience, and strong cultural values, pointing out the country's affordable healthcare, public transportation, food culture, and low-cost education.",https://www.livemint.com/news/india/global-acclaim-us-expat-lauds-india-says-it-does-well-practically-in-these-10-things-compared-to-other-places-11746522484489.html,India,United States,Not applicable,Global,places - International Cultural Appreciation Event,2025-05-06 10:15:02.0000000,NULL,0,0
55B5C675-B929-F011-8C4E-7C1E520A55FA,2025-05-05 14:01:45.0000000,Trump is swiftly undoing transgender protections in HUD’s housing policies,Trump is swiftly undoing transgender protections in HUD’s housing policies - The Trump administration is swiftly remaking housing policy as the U.S. Department of Housing and Urban Development retreat,https://www.msn.com/en-gb/news/uknews/trump-is-swiftly-undoing-transgender-protections-in-hud-s-housing-policies/ar-AA1EbRMo,United States,United States,Not applicable,National,Civil Rights News,2025-05-05 13:20:00.0000000,231.84000000000000000,0,0
51C92EA6-E328-F011-8C4D-7C1E527DC3AB,2025-05-04 12:31:16.0000000,"Student HMOs are ruining our community, say locals furious at one of Britain's top universities","One of Britain's top universities is forcing local families out of affordable housing and 'ruining communities,' furious residents told MailOnline.",https://www.dailymail.co.uk/news/article-14615267/Student-HMOs-ruining-community.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Britain,Britain,N/A,Community,Higher Education News,2025-05-04 12:24:27.0000000,44.20000000000000000,0,0
6E258280-CB27-F011-8C4D-7C1E527DC3AB,2025-05-03 03:05:50.0000000,The world's most walkable city revealed — and it's not New York or Amsterdam,"New York City ranks surprisingly low at 34th in walkability, according to a Compare the Market study. European cities like Munich and Milan outshine others, boasting extensive pedestrian-friendly features and efficient public transport.",https://www.livemint.com/news/trends/the-worlds-most-walkable-city-revealed-and-its-not-new-york-or-amsterdam-11746240485869.html,The world,Not specified,Not specified,Global,Travel News,2025-05-03 02:58:03.0000000,130.20000000000000000,0,0
CB6E7BB6-8B27-F011-8C4D-7C1E527DC3AB,2025-05-02 19:29:09.0000000,Department of Housing and Urban Development,NULL,https://www.washingtonpost.com/,Department of Housing and Urban Development is located in the United States.,United States,N/A,Nation,Government Data Dump of Citizens and Employees,2025-05-02 19:03:00.0000000,728.64000000000000000,0,0
D36E7BB6-8B27-F011-8C4D-7C1E527DC3AB,2025-05-02 19:29:10.0000000,Department of Housing and Urban Development,NULL,https://www.washingtonpost.com/,Department of Housing and Urban Development is located in the United States.,United States,N/A,Nation,Government Data Dump of Citizens and Employees,2025-05-02 18:56:10.0000000,728.64000000000000000,0,0
F36B0909-8127-F011-8C4E-7C1E520A55FA,2025-05-02 18:12:45.0000000,Trump proposes slashing funding for rental assistance and affordable housing programs.,NULL,https://www.nytimes.com/live/2025/05/02/us/trump-budget-2026/trump-budget-housing,United States,United States,N/A,Nation,Government Data Dump of Citizens and Employees,2025-05-02 18:06:41.0000000,728.64000000000000000,0,0
837667A2-A126-F011-8C4E-7C1E52469F7D,2025-05-01 15:33:38.0000000,MERCANTILE BANK PARTNERS IN STATEWIDE INVESTMENT TO ADVANCE AFFORDABLE HOUSING INITIATIVES,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">Over <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-money"">$200,000</span> provided to nonprofits through Federal Home Loan Bank of Indianapolis </i><i xmlns=""http://www.w3.org/1999/xhtml"">Community Multiplier Program</i></p>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">GRAND RAPIDS, Mich.</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 1, 2025</span></span> /PRNewswire/ -- Mercantile Bank is proud to announce its participation in the Federal Home Loan Bank of <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">Indianapolis</span> (FHLBank Indianapolis) <b xmlns=""http://www.w3.org/1999/xhtml""><i xmlns=""http://www.w3.org/1999/xhtml"">Community Multiplier</i>",https://www.benzinga.com/pressreleases/25/05/n45139462/mercantile-bank-partners-in-statewide-investment-to-advance-affordable-housing-initiatives,Statewide,United States,Not applicable,State,Affordable Housing Initiative,2025-05-01 14:50:00.0000000,NULL,0,0
10D391CF-9426-F011-8C4E-7C1E52469F7D,2025-05-01 14:01:52.0000000,Historic Jackson Building could soon become affordable housing for Indigenous people,An old federal office building that was once filled with public servants could soon be on a path towards a new life as social housing for Ottawa’s urban Indigenous community.,https://www.msn.com/en-ca/news/canada/historic-jackson-building-could-soon-become-affordable-housing-for-indigenous-people/ar-AA1DY9Zm,"Ottawa, Canada",Canada,N/A,Local,Affordable Housing for Indigenous People,2025-05-01 08:12:00.0000000,NULL,0,0
25725B76-0E26-F011-8C4E-7C1E520A55FA,2025-04-30 22:00:08.0000000,Affordable housing reform in Massachusetts? Readers say not so fast.,Chapter 40B has some local leaders and lawmakers calling for reform – but Boston.com readers aren’t so sure. The post Affordable housing reform in Massachusetts? Readers say not so fast. appeared,https://www.msn.com/en-us/money/realestate/affordable-housing-reform-in-massachusetts-readers-say-not-so-fast/ar-AA1DWENK,Massachusetts,United States,Not applicable,State,Affordable Housing Reform,2025-04-30 21:17:00.0000000,NULL,0,0
F35E1A14-F525-F011-8C4D-7C1E527DC3AB,2025-04-30 18:58:28.0000000,Li Auto's Next EVs To Feature Cleaner Cabin Materials,"<p><strong>Celanese Corporation</strong> (NYSE:<a class=""ticker"" href=""https://www.benzinga.com/stock/CE#NYSE"">CE</a>) and <strong>Li Auto</strong> (NASDAQ:<a class=""ticker"" href=""https://www.benzinga.com/stock/LI#NASDAQ"">LI</a>) are <a target=""_blank"" href=""https://www.benzinga.com/pressreleases/25/04/b45085114/celanese-and-li-auto-collaborate-to-advance-ultra-low-emission-innovation-in-new-energy-vehicles"" rel=""noreferrer noopener"">collaborating to introduce</a> a next-generation engineered material that will improve air quality in vehicle interiors.</p>
<p>The product, Hostaform POM XAP3, will debut in May as part of Li Auto&#039;s upcoming vehicle lineup.</p>
<p>Li Auto plans to use the advanced material in essential interior parts of its upcoming vehicles. The compound is recognized for its ability to slash formaldehyde emissions by up to 90% versus typical industry levels.</p>
<p>""As consumers&#039; concern for in-vehicle environmental health continues to rise, a healthier cabin",https://www.benzinga.com/tech/25/04/45113606/li-autos-next-evs-to-feature-cleaner-cabin-materials,Li Auto's Next EVs,China,Not applicable,Global,Automobile Industry News,2025-04-30 18:50:40.0000000,NULL,0,0
