dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
9E259406-961B-F011-998A-7C1E520A55FA,2025-04-17 14:12:42.0000000,"The Rise of US ESG Reporting Software Market: A $0.71 billion Industry Dominated by Tech Giants -Nasdaq, Workiva, and Diligent | MarketsandMarkets™","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p>Delray Beach, FL, April  17, 2025  (GLOBE NEWSWIRE) -- <b>The </b><a href=""https://www.globenewswire.com/Tracker?data=YFQNf2wecyK8N8Ri0pH6JbH9dF7toyNOyykJ-O6pBv1uvnhiEOfliyr2Se18T3fGsuMAYXsMhNwTCxhCQjnkxSaD87ceh-0u9VfYTYEEhghVhvdvv3yyupf23rvsI1SA_4hUWAMoNbHQ57cPfQyj3PDFsYE0i9Kp26b1uTkknwi3lZ5oobMqmf4mUP61ePXYPvQAn9yugOQaJkW1kgWDF-_VM3pQT6G64qIXW0xmmm9CeB843_V13qj3aLJLWQERP-6asDpf2oDtVqYpoMf5KAM3inx61N1sdiC6HBuR-fK4rGOuIblDVrSjbSAR1VJa"" rel=""nofollow"" target=""_blank"" rel=""nofollow""><b>US ESG Reporting Software Market</b></a><b> is expected to reach USD 0.71 billion in 2029 from USD 0.35 billion in 2024, at a CAGR of 15.2% during the forecast period, according to a new report by MarketsandMarkets&#x2122;.</b></p>
<p>The ESG reporting software market in the US is growing as companies increasingly prioritize sustainability, compliance, and transparency. Businesses across finance, manufact",https://www.benzinga.com/pressreleases/25/04/g44864965/the-rise-of-us-esg-reporting-software-market-a-0-71-billion-industry-dominated-by-tech-giants-nasd,US,US,Not applicable,Nation,Corporate News,2025-04-17 14:00:00.0000000,341.28000000000000000,0,0
9AAE29C6-B51B-F011-9989-7C1E52469E63,2025-04-17 18:00:03.0000000,"Better Refrigerators, Washing Machines, Furniture and Tires Are Mandated for Europe’s Circular Economy",New European Union regulations will require products that last longer and are easier to recycle,https://www.scientificamerican.com/article/better-refrigerators-washing-machines-furniture-and-tires-are-mandated-for/,Europe,Not applicable,Not applicable,International,Environmental News,2025-04-17 15:45:00.0000000,70.20000000000000000,0,0
E14824C1-BC1B-F011-998A-7C1E520A55FA,2025-04-17 18:49:56.0000000,LRS MECHANICS JOIN TEAMSTERS,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><b xmlns=""http://www.w3.org/1999/xhtml""><i xmlns=""http://www.w3.org/1999/xhtml"">Sanitation Workers Prepare to Secure Lucrative Teamsters Contract</i></b></p>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">WEST CHICAGO, Ill.</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">April 17, 2025</span></span> /PRNewswire/ -- Mechanics at Lakeshore Recycling Services (LRS) in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">West Chicago, Ill.</span>, have joined Teamsters Local 673.</p>
<div xmlns=""http://www.w3.org/1999/xhtml"" class=""PRN_ImbeddedAssetReference"" id=""DivAssetPlaceHolder1"">
<p xmlns=""http://www.w3.org/1999/xhtml"">
                        <a xmlns=""http://www.w3.org/1999/xhtml"" href=""https://mma.prnew",https://www.benzinga.com/pressreleases/25/04/n44874689/lrs-mechanics-join-teamsters,LRS Mechanics,Not specified,Not specified,Local,Employment and Labor News,2025-04-17 18:41:00.0000000,49.20000000000000000,0,0
9700E3DA-091D-F011-998A-7C1E520A55FA,2025-04-19 10:34:29.0000000,Stop sorting your garbage with this new technology,"Recycling robots are using artificial intelligence to learn how to sort recyclables by recognizing patterns in colors, textures, shapes and logos.",https://www.foxnews.com/tech/stop-sorting-your-garbage-new-technology,Not specified,Not specified,Not specified,Local,Disruptive Technology Announcement,2025-04-19 10:00:33.0000000,43.80000000000000000,0,0
D240A7C0-5F1F-F011-998A-7C1E52469F7D,2025-04-22 09:54:19.0000000,Vehicle horns to change soon? No more cranky sounds—Nitin Gadkari suggests flute and tabla tones instead,"Union Minister Nitin Gadkari plans to introduce a law requiring vehicle horns in India to mimic sounds of Indian musical instruments, aiming to enhance the auditory experience in traffic. He also emphasised addressing environmental pollution and promoting eco-friendly vehicles in the country.",https://www.livemint.com/news/india/vehicle-horns-to-change-soon-no-more-cranky-sounds-nitin-gadkari-suggests-flute-and-tabla-tones-instead-11745314343822.html,India,India,Not applicable,National,Automobile Industry News,2025-04-22 09:40:13.0000000,NULL,0,0
0737AA72-641F-F011-998A-7C1E52469F7D,2025-04-22 10:28:00.0000000,America's Top Eco-Friendly Cities for Car-Free Transit,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">New ranking from Local Logic and Realtor.com<sup xmlns=""http://www.w3.org/1999/xhtml"">&#xAE;</sup> reveals the best cities for walking, biking, and commuting without a car; the Northeast and <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">California&#39;s</span> Bay Area lead the way with <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">Hoboken, N.J.</span>; <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">Cambridge, Mass.</span>; and <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">Berkeley, Calif.</span>, at the top</i></p>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">AUSTIN, Texas</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=",https://www.benzinga.com/pressreleases/25/04/n44917044/americas-top-eco-friendly-cities-for-car-free-transit,America,United States,N/A,Nation,Environmental News,2025-04-22 10:00:00.0000000,322.92000000000000000,0,0
C35CD1CA-751F-F011-998A-7C1E520A55FA,2025-04-22 12:32:07.0000000,Businesswoman fined and threatened with lawsuit by 'petty' council for 'fly-tipping' after work experience student put paper in wrong recycling bag,The owner of a beauty salon in Hampshire says the council threatened to sue her for fly-tipping after a work experience student inadvertently used the wrong recycling bag to dispose of shredded paper.,https://www.dailymail.co.uk/news/article-14635265/Businesswoman-fined-threatened-lawsuit-petty-council-fly-tipping-work-experience-student-paper-wrong-recycling-bag.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Businesswoman fined and threatened with lawsuit by 'petty' council for 'fly-tipping',United Kingdom,Not applicable,Local,Civil Rights News,2025-04-22 12:30:29.0000000,95.20000000000000000,0,0
6792362E-DF1F-F011-9989-7C1E527DC3AB,2025-04-23 01:06:34.0000000,Family-friendly golf course puts cheating couple on blast over parking lot affair: Not ‘Jerry Springer',A California golf course is going viral after publicly calling out a suspected illicit affair unfolding weekly in its parking lot near a recycling dumpster.,https://www.foxnews.com/lifestyle/family-friendly-golf-course-puts-cheating-couple-blast-over-parking-lot-affair-not-jerry-springer,Golf course,Not specified,Not specified,Local,Celebrity Gossip,2025-04-23 00:38:45.0000000,NULL,0,0
640F7B48-CF21-F011-998A-7C1E52469F7D,2025-04-25 12:17:47.0000000,"Eco-Friendly Plasticizers Market worth $7.55 billion by 2030, at 7.0%, says MarketsandMarkets™","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p>Delray Beach, FL, April  25, 2025  (GLOBE NEWSWIRE) -- <b>In terms of value, the </b><a href=""https://www.globenewswire.com/Tracker?data=bMqUQpnhPalk0ZlMWGOthVdJeUYK7AOOvA2gyqf4IFA4avPAZ1cQTE0aFuqaSnmaeoNDqokJOaNhtVfQWP7h-9bM9Vs3xs1JzzmDg3YhwDb_hzh65I2dXvbXWKjhGPpzaxDjqr2r9ELDsaq3i_JjBS5tcOfZAI8d0RFpcTD9wityd32AhUgamox2b8G0l05kd8jVAuHo9JMpaRQmy82ORpHtZKJgqQLAMaxDH2ImgrREF4p9rGbbblRvMet8MG-j5w-4pfwN90pCa25YlHtpWt1whQOFCO2UuQx7LIgG45B72J9viCuT6kv5D5wtWlqt-3HaHf17RDq5FtMxSXX-CA=="" rel=""nofollow"" target=""_blank"" rel=""nofollow""><b>Eco-Friendly Plasticizers Market </b></a> <b>is projected to reach USD 7.55 billion by 2030 from USD 5.03 billion in 2024, at a CAGR of 7.0%, as per the recent study by MarketsandMarkets&#x2122;. </b>The global market for eco-friendly plasticizers is expected to expand with great volumes because of ever-rising demand from sectors such as packaging, construction, ",https://www.benzinga.com/pressreleases/25/04/g45005624/eco-friendly-plasticizers-market-worth-7-55-billion-by-2030-at-7-0-says-marketsandmarkets,Global,Not applicable,Not applicable,Global,Corporate News,2025-04-25 12:00:00.0000000,100.80000000000000000,0,0
499FBC80-6522-F011-998A-7C1E520A55FA,2025-04-26 06:13:04.0000000,A new leaf: cheap and low-cost ways to bring a garden to life,"<p>Experts and readers give tips on making the most of your outdoor space without spending thousands</p><p>You don’t need a luxury patio set, a subscription to a seed club or a pair of fancy gloves to have a great garden. Some of the most charming outdoor spaces have been created with hardly any budget at all – just a bit of time, a few innovative ideas and maybe the occasional raid of the recycling bin.</p><p>British garden owners say they would consider spending up to £4,700 to create their dream outdoor space, according to Wickes’s great garden report. However, with rising costs and more people living in temporary or shared spaces, many are finding cheaper ways to create something beautiful.</p> <a href=""https://www.theguardian.com/lifeandstyle/2025/apr/26/cheap-low-cost-garden-expert-tips"">Continue reading...</a>",https://www.theguardian.com/lifeandstyle/2025/apr/26/cheap-low-cost-garden-expert-tips,Outdoor space,United Kingdom,N/A,Local,Lifestyle and Living,2025-04-26 06:00:56.0000000,68.00000000000000000,0,0
A304C6CA-DA22-F011-998A-7C1E52469F7D,2025-04-26 20:12:44.0000000,We're living a newbuild nightmare: Families stuck in 'absolute horror show' after finding catalogue of faults in £800k eco-friendly homes,Fuming neighbours living in Angmering's exclusive Swallows Gate community in West Sussex have been embroiled in an exhausting two-year insurance battle to fix their lavish homes.,https://www.dailymail.co.uk/news/article-14644533/Were-living-newbuild-nightmare-Families-stuck-absolute-horror-finding-catalogue-faults-800k-eco-friendly-homes.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,Families stuck in 'absolute horror show',Not specified,Not specified,Local,Real Estate News,2025-04-26 20:02:24.0000000,12.00000000000000000,0,0
0EE33E73-2823-F011-998A-7C1E520A55FA,2025-04-27 05:28:33.0000000,"What lurks in Bengaluru's Madiwala Lake? A refrigerator full of weeds, and...'","A refrigerator was found in Madiwala Lake during a de-weeding effort by NAL's Jaldost team. Along with other debris, this discovery highlights the lake's neglect by BBMP, prompting locals to demand better waste management and accountability for the ongoing pollution issue.",https://www.livemint.com/news/what-lurks-in-bengalurus-madiwala-lake-a-refrigerator-full-of-weeds-and-11745728573143.html,Bengaluru's Madiwala Lake,India,Not applicable,Local,Environmental News,2025-04-27 05:06:20.0000000,135.72000000000000000,0,0
68147FCD-C623-F011-8C4E-7C1E52469F7D,2025-04-28 00:22:07.0000000,"Couples clash over recycling habits as much as bin duties, finds new study","New research has revealed that a surprising number of couples argue about recycling, with a third of those admitting these disagreements occur as often as once a week",https://www.dailystar.co.uk/news/uk-news/couples-clash-over-recycling-habits-35126873,Not applicable,Not applicable,Not applicable,Local,Environmental News,2025-04-27 12:00:00.0000000,23.40000000000000000,0,0
7257CAC7-6023-F011-8C4E-7C1E52469F7D,2025-04-27 12:11:50.0000000,"Couples clash over recycling habits as much as bin duties, finds new study","New research has revealed that a surprising number of couples argue about recycling, with a third of those admitting these disagreements occur as often as once a week",https://www.dailystar.co.uk/news/uk-news/couples-clash-over-recycling-habits-35126873,Couples' homes,Not specified,Not specified,Community,Lifestyle and Living,2025-04-27 12:00:00.0000000,6.00000000000000000,0,0
2C31E1C1-B023-F011-8C4E-7C1E520A55FA,2025-04-27 21:44:22.0000000,Waste Management Q1 2025 Earnings Preview,NULL,https://seekingalpha.com/news/4435723-waste-management-q1-2025-earnings-preview?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Q1 2025 Earnings Preview,Not applicable,Not applicable,Local,Major Business and Finance Update,2025-04-27 21:35:00.0000000,50.40000000000000000,0,0
74FA2295-4C24-F011-8C4E-7C1E520A55FA,2025-04-28 16:19:47.0000000,"Free Paint Recycling Event in Ferndale, WA on April 26th","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""left"">FERNDALE, Wash., April  28, 2025  (GLOBE NEWSWIRE) -- Whatcom County Health and Community Services in partnership with the City of Ferndale and GreenSheen Paint, will host a FREE NO LIMITS paint recycling event on <strong>Saturday, May 3rd, 2025, from 9:00 am to 3:00 pm</strong> at Ferndale High School (5830 Golden Eagle Drive).</p>
<p>The collaborative initiative provides a convenient and environmentally responsible method for disposing leftover paint. The event aims to reduce landfill waste ...</p><p><a href=https://www.benzinga.com/pressreleases/25/04/g45045346/free-paint-recycling-event-in-ferndale-wa-on-april-26th alt=Free Paint Recycling Event in Ferndale, WA on April 26th>Full story available on Benzinga.com</a></p>",https://www.benzinga.com/pressreleases/25/04/g45045346/free-paint-recycling-event-in-ferndale-wa-on-april-26th,"Ferndale, WA",United States,N/A,Local,Environmental News,2025-04-28 16:15:00.0000000,143.52000000000000000,0,0
77D1F5FD-5524-F011-8C4D-7C1E527DC3AB,2025-04-28 17:27:06.0000000,"CORRECTED -- Free Paint Recycling Event in Ferndale, WA on May 3rd","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""left"">FERNDALE, Wash., April  28, 2025  (GLOBE NEWSWIRE) -- Whatcom County Health and Community Services in partnership with the City of Ferndale and GreenSheen Paint, will host a FREE NO LIMITS paint recycling event on <strong>Saturday, May 3rd, 2025, from 9:00 am to 3:00 pm</strong> at Ferndale High School (5830 Golden Eagle Drive).</p>
<p>The collaborative initiative provides a convenient and environmentally responsible method for disposing leftover paint. The event aims to reduce landfill waste ...</p><p><a href=https://www.benzinga.com/pressreleases/25/04/g45046776/corrected-free-paint-recycling-event-in-ferndale-wa-on-may-3rd alt=CORRECTED -- Free Paint Recycling Event in Ferndale, WA on May 3rd>Full story available on Benzinga.com</a></p>",https://www.benzinga.com/pressreleases/25/04/g45046776/corrected-free-paint-recycling-event-in-ferndale-wa-on-may-3rd,"Ferndale, WA",United States,Not applicable,Local,Environmental News,2025-04-28 17:03:35.0000000,143.52000000000000000,0,0
762788C3-6624-F011-8C4D-7C1E527DC3AB,2025-04-28 19:27:09.0000000,Sonoco To Report First Quarter 2025 Results,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""start"">HARTSVLLE, S.C., April  28, 2025  (GLOBE NEWSWIRE) -- Sonoco Products Company (""Sonoco"" or the ""Company"") (NYSE:<a class=""ticker"" href=""https://www.benzinga.com/stock/SON#NYSE"" rel=""nofollow"">SON</a>), a global leader in high-value sustainable packaging, will announce first quarter 2025 results on Tuesday, April 29, 2025 after the market closes. The Company will host a conference call to discuss these results on Wednesday, April 30, 2025, at 8:30 a.m. Eastern Time.</p>
<p align=""start"">A live audio webcast of the call along with supporting materials will be available on the Sonoco Investor Relations website at <a href=""https://www.globenewswire.com/Tracker?data=7ZtsB-ZtLhQNdrTACroeDJoycRry3xDTpSQHsVD1nl4xO5PevwINOdeWu0l7ibb8jGo9R2zt84UcPQuiR_u4ci1mKXUZyr0o-v5u1TTwnsZ8Y-YWEhivI5vm__f-wxNf"" rel=""nofollow"" target=""_blank"" rel=""nofollow""><u>https://investor.sonoco.com/</u></",https://www.benzinga.com/pressreleases/25/04/g45049568/sonoco-to-report-first-quarter-2025-results,Sonoco,United States,Not applicable,Global,Major Corporate Acquisition,2025-04-28 18:52:58.0000000,566.72000000000000000,0,0
23A85B31-7E24-F011-8C4E-7C1E520A55FA,2025-04-28 22:14:56.0000000,Waste Management slips in extended trading on disappointing Q1 revenue,NULL,https://seekingalpha.com/news/4436587-waste-management-slips-in-extended-trading-on-disappointing-q1-revenue?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Extended trading,Not applicable,Not applicable,Local,Corporate Stock Shift,2025-04-28 21:43:20.0000000,22.80000000000000000,0,0
DD6DF14B-8724-F011-8C4E-7C1E52469F7D,2025-04-28 23:20:03.0000000,LG Energy Solution Establishes Battery Recycling Joint Venture with Derichebourg,"<ul xmlns=""http://www.w3.org/1999/xhtml"" type=""disc"">
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">Companies to build pre-processing facility in northern <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">France</span> to extract &#39;black mass.&#39;</b></li>
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">Construction to begin in 2026; operations to commence in 2027</b></li>
<li xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">LG Energy Solution marks a critical first step toward a closed-loop system in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">Europe</span> to strengthen value chain competitiveness.</b></li>
</ul>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">SEOUL, South Korea</span></span>, <span xmlns=""http://www.w3.org/1999/xhtm",https://www.benzinga.com/pressreleases/25/04/n45056169/lg-energy-solution-establishes-battery-recycling-joint-venture-with-derichebourg,LG Energy Solution Establishes Battery Recycling Joint Venture with Derichebourg is a global event.,South Korea,France,International,Corporate News,2025-04-28 23:00:00.0000000,577.44000000000000000,0,0
3165DB25-1525-F011-8C4E-7C1E520A55FA,2025-04-29 16:15:22.0000000,Waste management outlines $250M synergy target for healthcare solutions by 2027,NULL,https://seekingalpha.com/news/4437096-waste-management-outlines-250m-synergy-target-for-healthcare-solutions-by-2027?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,Waste management,Not specified,Not specified,National,Corporate News,2025-04-29 16:04:15.0000000,64.80000000000000000,0,0
